epoch,train_loss,val_mae,val_rmse,val_r2,lr,time_s
28,0.09165978469848633,124.0018829703331,170.59002816677094,0.98238205909729,0.0004095372854422982,86.12482500076294
29,0.09023658189556816,116.36215448379517,162.00342774391174,0.9841110110282898,0.0004034203098864177,86.29370713233948
30,0.08867252363291654,112.15239018201828,156.95440769195557,0.9850859642028809,0.00039715242044697217,86.37759637832642
31,0.08734903994148428,116.33586138486862,161.13974153995514,0.984279990196228,0.0003907398027741067,86.44031810760498
32,0.08550113411166452,112.35693097114563,155.51966428756714,0.985357403755188,0.0003841887853472597,86.67893147468567
33,0.0845384708664634,114.48858678340912,167.88354516029358,0.9829366207122803,0.00037750583322971774,86.37357139587402
34,0.08320249764160677,118.71087551116943,162.95796632766724,0.9839231967926025,0.00037069754168837804,86.39571213722229
35,0.08191312157565897,111.06572300195694,154.08846735954285,0.9856256246566772,0.000363770629685017,88.05559754371643
36,0.08050267175977881,105.78645020723343,148.9083766937256,0.9865758419036865,0.0003567319332454857,86.09887742996216
37,0.07933131729581139,110.46382784843445,153.81331741809845,0.9856769442558289,0.00034958839871337787,87.08309197425842
38,0.07815063037763942,108.0830842256546,150.64015984535217,0.986261785030365,0.0003423470758948273,86.23868799209595
39,0.07710842298594388,109.28715765476227,153.82997691631317,0.9856738448143005,0.0003350151111012004,85.8791778087616
40,0.07586601247679103,103.63193601369858,144.75364983081818,0.9873145222663879,0.0003275997400965495,86.55364274978638
41,0.0747369749437679,104.81227934360504,147.45189249515533,0.9868372082710266,0.00032010828095678783,86.1585328578949
42,0.07331256071654232,102.69323736429214,144.78924870491028,0.9873082637786865,0.0003125481268476313,86.50489354133606
43,0.07248593934774399,104.26361113786697,146.8925029039383,0.9869368672370911,0.0003049267387284375,86.46353459358215
44,0.07142136750763113,99.99840706586838,142.98462867736816,0.9876226782798767,0.0002972516379891384,86.78723955154419
45,0.07030806931148875,102.5918796658516,144.8192298412323,0.9873030185699463,0.0002895303990275377,86.04455900192261
46,0.06913924598910592,96.60622477531433,137.2804492712021,0.9885905385017395,0.00028177064177429406,86.22631239891052
47,0.06805341643203389,102.40117460489273,144.4946974515915,0.987359881401062,0.0002739800241729694,85.65856599807739
48,0.06701268212145026,95.85876762866974,135.59934496879578,0.988868236541748,0.0002661662346225638,86.43721771240234
49,0.06571339372071353,98.8440066576004,140.91525971889496,0.9879783391952515,0.0002583369843899931,85.77187252044678
50,0.06485316649133509,93.57680380344391,134.38326120376587,0.989067018032074,0.00025050000000000007,85.61738109588623
51,0.06399198080951517,95.28663009405136,136.8105113506317,0.9886685013771057,0.00024266301561000702,85.92813467979431
52,0.0627391306373206,94.68664228916168,135.060653090477,0.9889565110206604,0.00023483376537743634,85.9062819480896
53,0.061590848508748144,90.9457728266716,131.12758100032806,0.9895903468132019,0.0002270199758270307,85.89898133277893
54,0.06073818145882,92.08877384662628,132.3774755001068,0.9893909692764282,0.0002192293582257061,85.75237655639648
55,0.05962964873205532,92.31980890035629,132.50067830085754,0.9893711805343628,0.00021146960097246238,86.47084164619446
56,0.05844594069014896,90.31687676906586,131.05058670043945,0.9896025657653809,0.0002037483620108617,86.08940243721008
57,0.057654681241512296,88.75655382871628,128.734290599823,0.989966869354248,0.0001960732612715627,86.31035828590393
58,0.056906105031208555,87.66256272792816,127.58621573448181,0.9901450276374817,0.00018845187315236873,86.72193670272827
59,0.05582212060418996,88.59355747699738,128.86039912700653,0.9899471998214722,0.00018089171904321234,86.1275897026062
60,0.054713797055049376,87.01325953006744,127.84354388713837,0.9901052117347717,0.00017340025990345072,86.0818943977356
61,0.05385152545571327,88.77156674861908,128.32044064998627,0.9900312423706055,0.00016598488889879982,85.86814713478088
62,0.052803383939374574,86.30285412073135,125.75343251228333,0.9904261231422424,0.00015865292410517293,86.6264066696167
63,0.05187955081246116,85.41268110275269,123.71993809938431,0.99073326587677,0.00015141160128662222,86.69929027557373
64,0.051003427051956006,85.04748344421387,123.3210638165474,0.9907929301261902,0.00014426806675451437,87.22251868247986
65,0.05017810737328096,84.47100967168808,122.80301749706268,0.9908701181411743,0.0001372293703149831,86.63060879707336
66,0.04913542969010093,83.48816633224487,123.49071353673935,0.9907675385475159,0.00013030245831162203,87.39267492294312
67,0.048354309383847494,82.02563971281052,120.74112892150879,0.9911741018295288,0.00012349416677028238,87.09257483482361
68,0.047361525244604456,82.25905150175095,120.63849717378616,0.9911891222000122,0.0001168112146527403,88.02003288269043
69,0.046589315392212435,81.74128830432892,120.92746049165726,0.9911468625068665,0.00011026019722589342,88.690993309021
70,0.045804099156097934,81.63411915302277,119.7548359632492,0.9913176894187927,0.000103847579553028,87.04947400093079
71,0.04492373229752887,80.7536244392395,119.43364143371582,0.9913642406463623,9.757969011358236e-05,87.41494703292847
72,0.04409965864257379,79.5883759856224,117.83469468355179,0.9915938973426819,9.146271455770193e-05,87.96688675880432
73,0.04329731260267171,79.75766062736511,118.89715492725372,0.9914416074752808,8.550268960174892e-05,88.49079418182373
74,0.04250678434805437,79.02538031339645,117.55163222551346,0.9916342496871948,7.970549707079218e-05,87.46603488922119
75,0.041793924432992936,81.91448450088501,120.07155269384384,0.9912717342376709,7.407685809395643e-05,87.94968056678772
76,0.04099575505419211,79.30607348680496,118.1207075715065,0.9915530681610107,6.86223274583579e-05,88.48321628570557
77,0.04024278006716208,78.52059602737427,117.87640303373337,0.9915879368782043,6.334728812720035e-05,88.11445665359497
78,0.03964536227963188,78.89366149902344,117.7935004234314,0.9915997982025146,5.825694592744063e-05,88.00477242469788
79,0.038945853188904846,78.01617681980133,117.23123490810394,0.9916797876358032,5.335632441226526e-05,88.33960437774658
80,0.03831213243170218,77.74211466312408,117.14702844619751,0.9916917085647583,4.865025990345065e-05,87.62008762359619
81,0.03769186213991859,77.29534059762955,116.23387783765793,0.991820752620697,4.414339671849686e-05,88.26744198799133
82,0.03709375949285247,77.28879898786545,116.06940627098083,0.9918438792228699,3.98401825872473e-05,87.21720695495605
83,0.036567919118837874,77.37768441438675,116.21637642383575,0.9918231964111328,3.574486426251604e-05,87.73916625976562
84,0.03600691138235006,76.74206793308258,115.737184882164,0.9918904900550842,3.1861483329056044e-05,87.36893773078918
85,0.03550808443427086,76.74498111009598,116.01399630308151,0.9918516874313354,2.8193872215002246e-05,87.07303285598755
86,0.03502487488659945,76.62739604711533,115.61966687440872,0.9919069409370422,2.474565040972818e-05,87.73226499557495
87,0.0345259588626298,76.81713998317719,115.93084037303925,0.9918633699417114,2.152022089184677e-05,87.81977653503418
88,0.0341175402736122,76.43070816993713,115.61769992113113,0.9919072389602661,1.8520766770881295e-05,87.89157009124756
89,0.033725121476433494,76.5722393989563,115.72176218032837,0.9918926358222961,1.5750248145920753e-05,87.18842959403992
90,0.03338274395655502,76.30535960197449,115.64487963914871,0.9919034242630005,1.3211399184359197e-05,87.84919428825378
91,0.03306083771098744,76.35121792554855,115.50579220056534,0.991922914981842,1.0906725423602734e-05,86.50390553474426
92,0.032760978967764164,76.09397917985916,115.48947542905807,0.9919251799583435,8.838501298406575e-06,86.8864974975586
93,0.032489068163524974,76.24465972185135,115.5717521905899,0.9919136762619019,7.008767896282542e-06,87.07624220848083
94,0.03225297355164181,76.14404708147049,115.5179813504219,0.9919211864471436,5.419330943192164e-06,87.14742302894592
95,0.03204995226236907,76.14318281412125,115.57810008525848,0.9919127821922302,4.071759021513154e-06,86.544198513031
96,0.03187904194024476,76.07647776603699,115.43283611536026,0.9919331073760986,2.967382022037798e-06,86.34216690063477
97,0.03172265041931109,76.09127461910248,115.46768993139267,0.991928219795227,2.1072898315315413e-06,86.16763138771057
98,0.03161204188845374,76.12814009189606,115.47694355249405,0.991926908493042,1.4923312571462463e-06,86.54729700088501
99,0.031520649323951114,76.12220197916031,115.51076918840408,0.9919221997261047,1.1231131887499658e-06,86.4670524597168
100,0.031465000635656444,76.11049711704254,115.4833510518074,0.9919260144233704,1e-06,86.30833196640015
